"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CRIS","Curis, Inc.","3.28","250428000","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRIS&selected=CRIS",
"CUTR","Cutera, Inc.","8","109768000","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CUTR&selected=CUTR",
"CVBF","CVB Financial Corporation","8.53","904862400","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CVBF&selected=CVBF",
"CVV","CVD Equipment Corporation","13.7","79829900","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CVV&selected=CVV",
"CYAN","Cyanotech Corporation","3.5748","19286046","n/a","Consumer Durables","Specialty Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYAN&selected=CYAN",
"CYDE","CyberDefender Corporation","0.5105","14367512","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYDE&selected=CYDE",
"CYBX","Cyberonics, Inc.","26.16","741609840","1993","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYBX&selected=CYBX",
"CYBE","CyberOptics Corporation","8.35","57539850","1987","Capital Goods","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYBE&selected=CYBE",
"CYBI","Cybex International, Inc.","0.75","12840000","n/a","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYBI&selected=CYBI",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.78","36349560","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYCC&selected=CYCC",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","3.44","4172720","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYCCP&selected=CYCCP",
"CYMI","Cymer, Inc.","40.01","1221025180","1996","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYMI&selected=CYMI",
"CYNO","Cynosure, Inc.","11.59","112005760","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYNO&selected=CYNO",
"CY","Cypress Semiconductor Corporation","17.57","2952322240","1986","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CY&selected=CY",
"CYTK","Cytokinetics, Incorporated","1","72216000","2004","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYTK&selected=CYTK",
"CYTX","Cytori Therapeutics Inc","3.26","171052200","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYTX&selected=CYTX",
"CYTXW","Cytori Therapeutics Inc","2.13","9540270","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYTXW&selected=CYTXW",
"CYTR","CytRx Corporation","0.342","37354608","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYTR&selected=CYTR",
"DMED","D. Medical Industries Ltd.","2.27","17755940","1994","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DMED&selected=DMED",
"DAEG","Daegis Inc","2.15","31340550","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DAEG&selected=DAEG",
"DJCO","Daily Journal Corp. (S.C.)","70.011","96685191","n/a","Consumer Services","Newspapers/Magazines","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DJCO&selected=DJCO",
"DAKT","Daktronics, Inc.","9.4","390664000","1994","Consumer Durables","Miscellaneous manufacturing industries","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DAKT&selected=DAKT",
"DARA","DARA Biosciences, Inc.","2.15","10943500","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DARA&selected=DARA",
"DAIO","Data I/O Corporation","5.65","51087300","1981","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DAIO&selected=DAIO",
"DTLK","Datalink Corporation","9.16","157442080","1999","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DTLK&selected=DTLK",
"DRAM","Dataram Corporation","1.35","12052800","1984","Technology","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DRAM&selected=DRAM",
"DWCH","Datawatch Corporation","4.9","29444100","1992","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DWCH&selected=DWCH",
"DWSN","Dawson Geophysical Company","33.79","267583010","1981","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DWSN&selected=DWSN",
"DSTI","DayStar Technologies, Inc.","0.2675","2381820","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DSTI&selected=DSTI",
"DDIC","DDi Corp.","8.15","165306450","2000","Technology","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DDIC&selected=DDIC",
"TRAK","DealerTrack Holdings, Inc.","18.92","777895800","2005","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRAK&selected=TRAK",
"DEAR","Dearborn Bancorp, Inc.","1.3","9991800","1998","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DEAR&selected=DEAR",
"DECK","Deckers Outdoor Corporation","85.52","3307742560","1993","Consumer Non-Durables","Shoe Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DECK&selected=DECK",
"DEER","Deer Consumer Products, Inc.","5.43","182409990","n/a","Consumer Durables","Home Furnishings","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DEER&selected=DEER",
"DHRM","Dehaier Medical Systems Limited","2.25","10147500","2010","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DHRM&selected=DHRM",
"DCTH","Delcath Systems, Inc.","3.37","145439090","2000","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DCTH&selected=DCTH",
"DLIA","dELIA*s Inc.","1.57","49349810","1996","Consumer Services","Catalog/Specialty Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DLIA&selected=DLIA",
"DELL","Dell Inc.","14.42","27212991400","1988","Technology","Computer Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DELL&selected=DELL",
"DGAS","Delta Natural Gas Company, Inc.","29.9","100523800","1981","Public Utilities","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DGAS&selected=DGAS",
"DPTRD","Delta Petroleum Corporation","3.19","91243570","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DPTRD&selected=DPTRD",
"PROJ","Deltek, Inc.","7.06","489639240","2007","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PROJ&selected=PROJ",
"DMAN","DemandTec, Inc.","6.7","216403300","2007","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DMAN&selected=DMAN",
"DNDN","Dendreon Corporation","10.82","1577902240","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DNDN&selected=DNDN",
"DENN","Denny's Corporation","3.76","371920400","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DENN&selected=DENN",
"XRAY","DENTSPLY International Inc.","33.55","4723001250","1987","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=XRAY&selected=XRAY",
"DEPO","DepoMed, Inc.","5.24","281246520","1995","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DEPO&selected=DEPO",
"DSCI","Derma Sciences, Inc.","8.355","56346120","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DSCI&selected=DSCI",
"DEST","Destination Maternity Corporation","14.29","188842350","1985","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DEST&selected=DEST",
"DSWL","Deswell Industries, Inc.","2.6805","43402656","1995","Consumer Non-Durables","Plastic Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DSWL&selected=DSWL",
"DXCM","DexCom, Inc.","11.16","696384000","2005","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DXCM&selected=DXCM",
"DGIT","DG FastChannel, Inc.","20.27","555620970","1996","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DGIT&selected=DGIT",
"DLGC","Dialogic, Inc.","3.5","109445000","1994","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DLGC&selected=DLGC",
"DMND","Diamond Foods, Inc.","66.12","1452854760","2005","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DMND&selected=DMND",
"DHFT","Diamond Hill Financial Trends Fund, Inc.","7.99","31704320","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DHFT&selected=DHFT",
"DHIL","Diamond Hill Investment Group, Inc.","76.1","220842200","n/a","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DHIL&selected=DHIL",
"DCIX","Diana Containerships Inc.","5.02","115841520","n/a","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DCIX&selected=DCIX",
"DGII","Digi International Inc.","13.19","334221410","1989","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DGII&selected=DGII",
"DMRC","Digimarc Corporation","36.65","255230600","1999","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DMRC&selected=DMRC",
"DRAD","Digirad Corporation","2.44","47048080","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DRAD&selected=DRAD",
"DGLY","Digital Ally, Inc.","0.66","10658340","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DGLY&selected=DGLY",
"DRIV","Digital River, Inc.","22.75","902083000","1998","Technology","Retail: Computer Software & Peripheral Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DRIV&selected=DRIV",
"DCOM","Dime Community Bancshares, Inc.","12.08","421978560","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DCOM&selected=DCOM",
"DIOD","Diodes Incorporated","19.78","895559280","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DIOD&selected=DIOD",
"DTV","DIRECTV","43.435","33348741475","n/a","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DTV&selected=DTV",
"DISCA","Discovery Communications, Inc","37.2","5174817600","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DISCA&selected=DISCA",
"DISCB","Discovery Communications, Inc","34.78","229165420","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DISCB&selected=DISCB",
"DISCK","Discovery Communications, Inc","34.04","4522826720","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DISCK&selected=DISCK",
"DSCO","Discovery Laboratories, Inc.","2.15","51984850","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DSCO&selected=DSCO",
"DISH","DISH Network Corporation","22.58","4658615280","1995","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DISH&selected=DISH",
"DITC","Ditech Networks, Inc.","1.15","30516400","1999","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DITC&selected=DITC",
"DNBF","Dnb Financial Corp","10","26720000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DNBF&selected=DNBF",
"DLLR","Dollar Financial Corp.","19.37","841723350","2005","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DLLR&selected=DLLR",
"DLTR","Dollar Tree, Inc.","64.7","7911321900","1995","Consumer Services","Department/Specialty Retail Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DLTR&selected=DLTR",
"DGICA","Donegal Group, Inc.","12.8","256550400","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DGICA&selected=DGICA",
"DGICB","Donegal Group, Inc.","20","111540000","1986","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DGICB&selected=DGICB",
"DMLP","Dorchester Minerals, L.P.","23.89","732825750","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DMLP&selected=DMLP",
"DORM","Dorman Products, Inc.","33.03","592492140","1981","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DORM&selected=DORM",
"HILL","Dot Hill Systems Corporation","1.66","93781700","n/a","Technology","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HILL&selected=HILL",
"DBLE","Double Eagle Petroleum Company","8.35","93428150","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DBLE&selected=DBLE",
"DBLEP","Double Eagle Petroleum Company","23.9","38479000","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DBLEP&selected=DBLEP",
"DOVR","Dover Saddlery, Inc.","3.47","18311190","2005","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DOVR&selected=DOVR",
"DRWI","Dragonwave Inc","4.04","143104880","2009","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DRWI&selected=DRWI",
"DROOY","DRDGOLD Limited","4.46","171656480","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DROOY&selected=DROOY",
"DWA","Dreamworks Animation SKG, Inc.","18.4","1337017600","2004","Consumer Services","Movies/Entertainment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DWA&selected=DWA",
"TBUS","DRI Corporation","0.74","8792680","1994","Consumer Durables","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TBUS&selected=TBUS",
"DRYS","DryShips Inc.","2.53","935214500","2005","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DRYS&selected=DRYS",
"DSPG","DSP Group, Inc.","6.6","154525800","1994","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DSPG&selected=DSPG",
"DTSI","DTS, Inc.","25.43","442507430","1985","Consumer Non-Durables","Consumer Electronics/Appliances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DTSI&selected=DTSI",
"DUCK","Duckwall-Alco Stores, Inc.","10.9499","42069515.8","1972","Consumer Services","Department/Specialty Retail Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DUCK&selected=DUCK",
"DNKN","Dunkin' Brands Group, Inc.","27.43","3465945080","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DNKN&selected=DNKN",
"DRRX","Durect Corporation","1.77","154581180","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DRRX&selected=DRRX",
"DUSA","DUSA Pharmaceuticals, Inc.","4.22","103111480","1992","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DUSA&selected=DUSA",
"DXPE","DXP Enterprises, Inc.","21.87","308476350","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DXPE&selected=DXPE",
"DYAX","Dyax Corp.","1.4","138194000","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DYAX&selected=DYAX",
"DYII","Dynacq Healthcare, Inc.","1.74","25102980","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DYII&selected=DYII",
"BOOM","Dynamic Materials Corporation","20.6","274618600","n/a","Capital Goods","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BOOM&selected=BOOM",
"DRCO","Dynamics Research Corporation","10.19","102949570","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DRCO&selected=DRCO",
"DYSL","Dynasil Corporation of America","2.53","39280780","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DYSL&selected=DYSL",
"DYNT","Dynatronics Corporation","1.3","16997500","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DYNT&selected=DYNT",
"DVAX","Dynavax Technologies Corporation","2.49","291489360","2004","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DVAX&selected=DVAX",
"DVOX","DynaVox Inc.","6.03","56579490","2010","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DVOX&selected=DVOX",
"ETFC","E*TRADE Financial Corporation","11.81","3303268810","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ETFC&selected=ETFC",
"EBMT","Eagle Bancorp Montana, Inc.","10.5","42861000","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EBMT&selected=EBMT",
"EGBN","Eagle Bancorp, Inc.","13.24","262310880","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EGBN&selected=EGBN",
"EGLE","Eagle Bulk Shipping Inc.","2","124432000","2005","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EGLE&selected=EGLE",
"EROC","Eagle Rock Energy Partners, L.P.","9.75","875608500","2006","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EROC&selected=EROC",
"EROCW","Eagle Rock Energy Partners, L.P.","3.8196","45896313.6","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EROCW&selected=EROCW",
"ELNK","EarthLink, Inc.","7.45","819589400","n/a","Technology","Computer Software: Programming, Data Processing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELNK&selected=ELNK",
"ESTE","Earthstone Energy, Inc.","10.6","18157800","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESTE&selected=ESTE",
"EWBC","East West Bancorp, Inc.","17","2528223000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EWBC&selected=EWBC",
"EIHI","Eastern Insurance Holdings, Inc.","13.09","110099990","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EIHI&selected=EIHI",
"EVBS","Eastern Virginia Bankshares, Inc.","2.64","15834720","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EVBS&selected=EVBS",
"ESIC","EasyLink Services International Corporation","4.73","142533820","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESIC&selected=ESIC",
"EBAY","eBay Inc.","30.16","39144633840","1995","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EBAY&selected=EBAY",
"EBIX","Ebix Inc","16.34","645005160","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EBIX&selected=EBIX",
"ECBE","ECB Bancorp Inc","11.96","34086000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECBE&selected=ECBE",
"ELON","Echelon Corporation","9.25","390322250","1998","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELON&selected=ELON",
"ECHO","Echo Global Logistics, Inc.","13.86","306721800","2009","Transportation","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECHO&selected=ECHO",
"ECTE","Echo Therapeutics, Inc.","3.25","110555250","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECTE&selected=ECTE",
"SATS","EchoStar Corporation","26.47","1018300900","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SATS&selected=SATS",
"EEI","Ecology and Environment, Inc.","16.08","41631120","1987","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EEI&selected=EEI",
"ECTY","Ecotality, Inc.","2.34","32116500","n/a","Consumer Durables","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECTY&selected=ECTY",
"EDAC","Edac Technologies Corporation","5.264","26030480","n/a","Capital Goods","Aerospace","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDAC&selected=EDAC",
"EDAP","EDAP TMS S.A.","2.69","35099120","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDAP&selected=EDAP",
"EF","Edelman Financial Group Inc. (The)","7.5","220500000","1990","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EF&selected=EF",
"EDGR","EDGAR Online, Inc.","0.8716","25529164","1999","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDGR&selected=EDGR",
"EDGW","Edgewater Technology, Inc.","2.54","31643320","n/a","Technology","Computer Software: Programming, Data Processing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDGW&selected=EDGW",
"DIET","eDiets.com, Inc.","1.43","17511780","1986","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DIET&selected=DIET",
"EDMC","Education Management Corporation","17","2255322000","1984","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDMC&selected=EDMC",
"EDUC","Educational Development Corporation","5.14","19989460","n/a","Consumer Durables","Consumer Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EDUC&selected=EDUC",
"EFUT","eFuture Information Technology Inc.","4.0299","16026912.3","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EFUT&selected=EFUT",
"EHTH","eHealth, Inc.","12.68","271187160","2006","Finance","Specialty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EHTH&selected=EHTH",
"BAGL","Einstein Noah Restaurant Group, Inc.","12.97","216430390","1995","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BAGL&selected=BAGL",
"EMITF","Elbit Imaging Ltd.","4.42","112599500","n/a","Consumer Services","Building operators","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EMITF&selected=EMITF",
"ESLT","Elbit Systems Ltd.","42.38","1812295940","n/a","Capital Goods","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESLT&selected=ESLT",
"ESYS","Elecsys Corporation","5.19","19670100","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESYS&selected=ESYS",
"ELRC","Electro Rent Corporation","15.55","372904550","n/a","Technology","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELRC&selected=ELRC",
"ESIO","Electro Scientific Industries, Inc.","16.01","451305890","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ESIO&selected=ESIO",
"ELMD","Electromed, Inc.","3.279","26559900","2010","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELMD&selected=ELMD",
"ERTS","Electronic Arts Inc.","18.6","6183532800","1989","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ERTS&selected=ERTS",
"EFII","Electronics for Imaging, Inc.","14.68","685262400","1992","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EFII&selected=EFII",
"ELSE","Electro-Sensors, Inc.","4.23","14331240","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELSE&selected=ELSE",
"RDEN","Elizabeth Arden, Inc.","27.78","806453400","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=RDEN&selected=RDEN",
"LONG","eLong, Inc.","18.52","314673320","1987","Consumer Services","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LONG&selected=LONG",
"ELTK","Eltek Ltd.","1.3185","8715285","1997","Technology","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ELTK&selected=ELTK",
"EMCI","EMC Insurance Group, Inc.","18.73","242703340","1982","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EMCI&selected=EMCI",
"EMCF","Emclaire Financial Corp","15.46","27008620","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EMCF&selected=EMCF",
"EMKR","EMCORE Corporation","1.83","161653050","1997","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EMKR&selected=EMKR",
"EMMS","Emmis Communications Corporation","0.75","25107750","1994","Consumer Services","Broadcasting","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EMMS&selected=EMMS",
"EMMSP","Emmis Communications Corporation","15.9999","44943719.1","n/a","Consumer Services","Broadcasting","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EMMSP&selected=EMMSP",
